evaluation_slice,task,target,feature_group,model,test_rows,rmse,mae,r2,spearman,f1,precision,recall,pr_auc,roc_auc,tn,fp,fn,tp,precision_at_top_10pct
all_weeks,regression,future_vol_21d,price_all_news,gradient_boosting,728,0.008394353913540892,0.005487555505149085,0.15784096289622973,0.7233818913444131,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_all_news,gradient_boosting,591,0.008723957314492587,0.005643917276283368,0.08658682028350606,0.7232220713357251,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_all_news,hist_gradient_boosting,728,0.007763390862688968,0.005813835751760782,0.27968498701646405,0.7199610155440814,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_all_news,hist_gradient_boosting,591,0.008090674346853585,0.0061464474303670694,0.21438520825760354,0.6973679284549972,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_all_news,random_forest,728,0.00836668189325473,0.0061834343004363275,0.16338417228112512,0.7381027336705162,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_all_news,random_forest,591,0.008816147833865697,0.0065773416596824,0.06717980874489082,0.7214383875400825,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_all_news,ridge,728,0.009923008366310358,0.007313627563115325,-0.1768098027772469,0.5420426195300106,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_all_news,ridge,591,0.010478995786580913,0.007824870979119073,-0.31789114930541196,0.5384545670164701,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_climatebert,gradient_boosting,728,0.0075521214276039516,0.005191625950540485,0.3183561970558273,0.7426348503839554,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_climatebert,gradient_boosting,591,0.007721871688198791,0.005270313315804449,0.2843752183185426,0.7566991473104351,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_climatebert,hist_gradient_boosting,728,0.007388977182142502,0.005504028284095542,0.3474884353735034,0.7026977415178546,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_climatebert,hist_gradient_boosting,591,0.007643971864721759,0.005745527602064386,0.2987411266390976,0.6858785353365066,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_climatebert,random_forest,728,0.00731997919115277,0.005199221547642515,0.3596177948616557,0.7651225097350728,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_climatebert,random_forest,591,0.007571284320629632,0.005370168537078216,0.31201444388340804,0.76306571778696,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_climatebert,ridge,728,0.00773659664368403,0.005605313422776219,0.2846485325841006,0.6744376188056457,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_climatebert,ridge,591,0.007864903681980381,0.0057009084111023815,0.2576186951578534,0.6848356357734314,,,,,,,,,,
all_weeks,regression,future_vol_21d,price_finbert,gradient_boosting,728,0.008186276158658974,0.005368262040180345,0.19907408741546073,0.7392998235864855,,,,,,,,,,
news_weeks,regression,future_vol_21d,price_finbert,gradient_boosting,591,0.008521534457435132,0.005539130840872194,0.12848308871285463,0.747246434750462,,,,,,,,,,
